LotFrontage,LotArea,Street,LotShape,LandContour,LotConfig,BldgType,HouseStyle,RoofStyle,Exterior1st,Exterior2nd,Foundation,BsmtExposure,TotalBsmtSF,Electrical,1stFlrSF,2ndFlrSF,FullBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,GarageType,GarageCars,GarageArea,SaleType,SaleCondition,SalePrice
67,10656,Pave,IR1,HLS,Inside,1Fam,1Story,Gable,VinylSd,VinylSd,PConc,Av,1638,SBrkr,1646,0,2,3,1,6,Attchd,3,870,New,Partial,248900
85,6970,Pave,Reg,Lvl,Corner,1Fam,1Story,Gable,VinylSd,VinylSd,CBlock,No,1040,SBrkr,1120,0,1,3,1,5,Attchd,2,544,WD,Normal,129000
NA,14762,Pave,IR2,Lvl,Corner,1Fam,2Story,Gable,Plywood,Plywood,Slab,NA,0,SBrkr,1547,720,2,2,1,7,Attchd,2,672,WD,Normal,169000
80,9938,Pave,Reg,Lvl,Inside,1Fam,2Story,Gable,MetalSd,MetalSd,PConc,No,1050,SBrkr,1062,887,2,3,1,8,Attchd,2,574,WD,Normal,236000
60,6600,Pave,Reg,Lvl,Inside,1Fam,1Story,Hip,MetalSd,MetalSd,CBlock,No,894,SBrkr,894,0,1,2,1,5,Detchd,1,308,WD,Normal,109500
70,8750,Pave,Reg,Lvl,Inside,1Fam,2Story,Gable,VinylSd,VinylSd,PConc,No,804,SBrkr,804,878,2,3,1,7,Attchd,2,523,WD,Normal,200500
74,8892,Pave,Reg,Lvl,Corner,1Fam,1Story,Gable,WdShing,Wd Shng,Stone,Av,105,SBrkr,910,0,1,3,1,5,Attchd,2,414,WD,Normal,116000
60,12144,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,HdBoard,HdBoard,CBlock,No,832,SBrkr,1036,0,1,3,1,6,Attchd,1,288,WD,Normal,133000
52,5720,Pave,Reg,Lvl,Inside,1Fam,1.5Fin,Gable,Wd Sdng,Wd Sdng,CBlock,No,676,SBrkr,676,455,1,3,1,5,Detchd,1,200,WD,Abnorml,66500
75,9000,Pave,Reg,Lvl,Inside,1Fam,2Story,Gable,CemntBd,CmentBd,PConc,Av,1184,SBrkr,1184,1426,2,4,1,11,BuiltIn,2,550,New,Partial,303477
94,25286,Pave,Reg,HLS,Inside,1Fam,1Story,Gable,HdBoard,Plywood,PConc,Gd,1064,SBrkr,1040,0,1,3,1,5,Attchd,2,648,WD,Normal,132250
74,8834,Pave,Reg,Lvl,Inside,1Fam,2Story,Hip,VinylSd,VinylSd,PConc,No,1462,SBrkr,1462,762,2,4,1,10,Attchd,3,738,WD,Normal,350000
88,11782,Pave,IR1,Lvl,Inside,1Fam,SFoyer,Gable,HdBoard,HdBoard,CBlock,Av,1109,SBrkr,1155,0,1,3,1,6,Detchd,2,576,WD,Normal,148000
NA,7000,Pave,IR1,Lvl,CulDSac,1Fam,1Story,Gable,VinylSd,VinylSd,CBlock,No,864,SBrkr,864,0,1,3,1,6,Attchd,1,336,WD,Normal,136500
60,7024,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,VinylSd,VinylSd,PConc,No,1090,SBrkr,1090,0,1,2,1,5,Attchd,2,450,WD,Normal,157000
44,13758,Pave,IR1,Lvl,CulDSac,1Fam,1.5Fin,Gable,HdBoard,HdBoard,CBlock,Mn,1156,SBrkr,1187,530,2,3,1,7,Attchd,2,400,WD,Normal,187500
NA,9636,Pave,IR1,Lvl,Corner,1Fam,2Story,Gable,VinylSd,VinylSd,PConc,No,808,SBrkr,808,785,2,3,1,7,BuiltIn,2,389,WD,Normal,178000
60,6204,Pave,Reg,Bnk,Inside,1Fam,2.5Fin,Gable,Wd Sdng,Wd Sdng,PConc,No,795,SBrkr,954,795,1,5,1,10,Detchd,1,440,WD,Normal,118500
65,7150,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,HdBoard,HdBoard,CBlock,No,892,SBrkr,892,0,1,3,1,5,Attchd,1,288,WD,Normal,100000
50,5119,Pave,IR1,Lvl,CulDSac,TwnhsE,1Story,Gable,MetalSd,MetalSd,PConc,Av,1698,SBrkr,1709,0,2,2,1,5,Attchd,2,506,CWD,Abnorml,328900
70,8393,Pave,Reg,Lvl,Corner,Duplex,1Story,Gable,MetalSd,MetalSd,CBlock,No,1626,SBrkr,1712,0,2,4,2,8,Attchd,2,588,WD,Family,145000
59,16466,Pave,IR1,Lvl,Inside,1Fam,1.5Fin,Gable,MetalSd,MetalSd,PConc,No,816,SBrkr,872,521,1,3,1,8,Attchd,1,300,WD,Normal,135500
95,15865,Pave,IR1,Lvl,Inside,1Fam,1Story,Flat,Wd Sdng,Wd Sdng,PConc,Gd,2217,SBrkr,2217,0,2,4,1,8,Attchd,2,621,WD,Normal,268000
128,12160,Pave,Reg,Lvl,Inside,1Fam,1Story,Hip,Wd Sdng,Wd Sdng,CBlock,No,1505,SBrkr,1505,0,1,2,1,6,Attchd,2,505,WD,Normal,149500
60,8064,Pave,Reg,Lvl,Corner,1Fam,1.5Fin,Gable,MetalSd,MetalSd,CBlock,Mn,672,SBrkr,672,252,1,3,1,6,Detchd,2,576,WD,Normal,122900
70,11184,Pave,Reg,Lvl,Inside,1Fam,2Story,Hip,HdBoard,HdBoard,CBlock,No,918,SBrkr,918,765,2,3,1,7,Attchd,2,440,WD,Normal,172500
70,8414,Pave,Reg,Lvl,Inside,1Fam,1Story,Hip,HdBoard,HdBoard,CBlock,No,1059,SBrkr,1068,0,1,3,1,6,Attchd,1,264,WD,Normal,154500
NA,13284,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,Wd Sdng,Plywood,PConc,Mn,1383,SBrkr,1383,0,1,3,1,6,Attchd,1,354,WD,Normal,165000
64,7018,Pave,Reg,Bnk,Inside,Duplex,1Story,Gable,Plywood,Plywood,Slab,NA,0,SBrkr,1535,0,2,4,2,8,Attchd,2,400,WD,Alloca,118858
71,7056,Pave,Reg,Lvl,Inside,1Fam,2Story,Hip,HdBoard,HdBoard,CBlock,No,780,SBrkr,983,813,1,4,1,8,Attchd,2,483,WD,Normal,140000
50,8765,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,BrkTil,No,951,SBrkr,951,0,1,2,1,6,Detchd,1,327,WD,Abnorml,106500
64,7018,Pave,Reg,Lvl,Inside,Duplex,2Story,Gable,Plywood,Plywood,Slab,NA,0,SBrkr,1120,1120,2,6,2,12,Detchd,2,528,WD,Alloca,142953
100,12919,Pave,IR1,Lvl,Inside,1Fam,1Story,Hip,VinylSd,VinylSd,PConc,Gd,2330,SBrkr,2364,0,2,2,1,11,Attchd,3,820,New,Partial,611657
65,6993,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,HdBoard,Plywood,CBlock,No,912,SBrkr,1236,0,1,3,1,6,Attchd,1,288,WD,Normal,135000
NA,7340,Pave,IR1,Lvl,Inside,1Fam,1Story,Gable,HdBoard,HdBoard,CBlock,No,858,SBrkr,858,0,1,2,1,4,Detchd,1,684,WD,Normal,110000
64,8712,Pave,IR1,Lvl,Inside,1Fam,1Story,Hip,MetalSd,MetalSd,CBlock,Mn,992,SBrkr,1306,0,1,2,1,5,Detchd,1,756,WD,Normal,153000
63,7875,Pave,Reg,Lvl,Inside,1Fam,2Story,Gable,VinylSd,VinylSd,PConc,No,783,SBrkr,807,702,2,3,1,8,Attchd,2,393,WD,Normal,180000
50,14859,Pave,IR1,HLS,CulDSac,1Fam,1Story,Hip,VinylSd,VinylSd,PConc,No,1670,SBrkr,1670,0,2,3,1,7,Attchd,3,690,New,Partial,240000
NA,6173,Pave,IR1,Lvl,Inside,1Fam,1Story,Gable,HdBoard,Wd Sdng,CBlock,No,876,SBrkr,902,0,1,3,1,6,Attchd,1,288,WD,Normal,125500
80,9920,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,HdBoard,HdBoard,CBlock,No,1056,SBrkr,1063,0,1,3,1,6,Attchd,1,280,WD,Normal,128000
116,13501,Pave,IR1,Lvl,Corner,1Fam,1Story,Gable,VinylSd,VinylSd,PConc,No,1623,SBrkr,1636,0,2,3,1,8,Attchd,3,865,WD,Normal,255000
86,11500,Pave,IR1,Lvl,Inside,1Fam,1.5Fin,Gable,BrkFace,BrkFace,CBlock,No,1017,SBrkr,1020,1037,1,3,1,6,Attchd,1,180,WD,Normal,250000
NA,8885,Pave,IR1,Low,Inside,1Fam,1Story,Gable,HdBoard,HdBoard,CBlock,Av,864,SBrkr,902,0,1,2,1,5,Attchd,2,484,WD,Normal,131000
149,12589,Pave,IR2,Lvl,Inside,1Fam,2Story,Gable,VinylSd,VinylSd,PConc,No,742,SBrkr,742,742,2,3,1,8,Attchd,2,390,WD,Normal,174000
80,11600,Pave,Reg,Lvl,Corner,Duplex,2Story,Gable,MetalSd,MetalSd,CBlock,No,1105,FuseA,1105,1169,2,5,2,12,Detchd,2,480,WD,Normal,154300
NA,9286,Pave,IR1,Lvl,CulDSac,1Fam,1Story,Gable,HdBoard,Plywood,CBlock,Av,1268,SBrkr,1268,0,1,3,1,5,Detchd,1,252,WD,Normal,143500
51,6120,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,MetalSd,MetalSd,BrkTil,No,768,SBrkr,1015,0,1,3,1,6,Detchd,1,450,WD,Abnorml,88000
82,6270,Pave,Reg,HLS,Inside,Duplex,2Story,Gable,MetalSd,MetalSd,CBlock,No,1001,FuseA,1001,1001,2,4,2,8,2Types,3,871,WD,Normal,145000
30,3000,Pave,Reg,Lvl,Inside,TwnhsE,2Story,Gable,VinylSd,VinylSd,PConc,Av,612,SBrkr,612,612,2,2,1,4,Detchd,2,528,New,Partial,173733
21,2001,Pave,Reg,Lvl,Inside,Twnhs,2Story,Gable,CemntBd,CmentBd,CBlock,No,546,SBrkr,546,546,1,3,1,6,Attchd,1,286,WD,Normal,75000
50,9000,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,AsbShng,AsbShng,CBlock,Av,480,FuseA,480,0,0,1,1,4,Detchd,1,308,WD,Abnorml,35311
NA,17140,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,VinylSd,VinylSd,CBlock,No,1134,FuseA,1229,0,1,3,1,6,Attchd,1,284,WD,Normal,135000
103,13125,Pave,IR1,Lvl,Corner,1Fam,2Story,Gable,HdBoard,HdBoard,PConc,Mn,1104,SBrkr,912,1215,2,4,1,8,Attchd,3,833,WD,Normal,238000
87,11029,Pave,IR1,Lvl,Corner,1Fam,1Story,Hip,MetalSd,MetalSd,CBlock,No,1184,SBrkr,1414,0,1,3,1,6,Attchd,2,601,WD,Normal,176500
70,8462,Pave,IR1,Lvl,Inside,1Fam,2Story,Gable,HdBoard,HdBoard,PConc,No,928,SBrkr,936,785,2,3,1,7,Attchd,2,471,WD,Normal,201000
67,8777,Pave,Reg,Lvl,Inside,Duplex,1.5Fin,Gable,MetalSd,MetalSd,CBlock,No,1272,SBrkr,1272,928,2,4,2,9,NA,0,0,WD,Normal,145900
65,10237,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,VinylSd,VinylSd,PConc,No,1316,SBrkr,1316,0,2,3,1,6,Attchd,2,397,New,Partial,169990
50,8012,Pave,Reg,Lvl,Inside,TwnhsE,1Story,Gable,Plywood,Plywood,PConc,No,1604,SBrkr,1617,0,2,2,1,5,Attchd,2,533,WD,Normal,193000
79,10240,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,Plywood,Plywood,CBlock,No,1686,SBrkr,1686,0,2,3,1,7,Attchd,2,612,WD,Normal,207500
NA,15611,Pave,IR1,Lvl,Corner,1Fam,1Story,Gable,VinylSd,VinylSd,PConc,Av,1126,SBrkr,1126,0,2,3,1,6,Attchd,2,540,WD,Abnorml,175000
93,11999,Pave,Reg,Lvl,Inside,1Fam,2Story,Hip,VinylSd,VinylSd,PConc,No,1181,SBrkr,1234,1140,2,4,1,10,BuiltIn,3,656,WD,Normal,285000
NA,9900,Pave,Reg,Lvl,Inside,1Fam,2Story,Gable,MetalSd,MetalSd,CBlock,No,832,SBrkr,1098,880,2,4,1,9,Attchd,2,486,WD,Normal,176000
NA,11838,Pave,Reg,Lvl,Inside,1Fam,1Story,Hip,VinylSd,VinylSd,PConc,Av,1753,SBrkr,1788,0,2,3,1,7,Attchd,2,522,WD,Normal,236500
NA,13006,Pave,IR1,Lvl,Corner,1Fam,2Story,Gable,HdBoard,HdBoard,PConc,No,964,SBrkr,993,1243,2,4,1,8,BuiltIn,2,642,WD,Normal,222000
73,8925,Pave,IR1,HLS,Inside,1Fam,1Story,Gable,VinylSd,VinylSd,PConc,Av,1466,SBrkr,1466,0,2,3,1,7,Attchd,3,610,WD,Normal,201000
70,9100,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,VinylSd,VinylSd,CBlock,No,925,SBrkr,925,0,1,2,1,5,Detchd,1,429,WD,Normal,117500
84,11670,Pave,IR1,Lvl,Corner,1Fam,1Story,Hip,VinylSd,ImStucc,PConc,No,1905,SBrkr,1905,0,2,3,1,8,Attchd,3,788,WD,Normal,320000
63,8487,Pave,Reg,Lvl,FR2,1Fam,1Story,Gable,VinylSd,VinylSd,PConc,Av,1500,SBrkr,1500,0,2,3,1,6,Attchd,2,570,WD,Normal,190000
313,27650,Pave,IR2,HLS,Inside,1Fam,1Story,Flat,Wd Sdng,Wd Sdng,CBlock,Gd,585,SBrkr,2069,0,2,4,1,9,Attchd,2,505,WD,Normal,242000
52,5825,Pave,IR1,Lvl,Inside,1Fam,1Story,Gable,MetalSd,MetalSd,PConc,Mn,600,SBrkr,747,0,1,1,1,5,Detchd,2,528,WD,Normal,79900
67,10083,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,VinylSd,VinylSd,PConc,No,1176,SBrkr,1200,0,2,2,1,5,Attchd,2,555,WD,Normal,184900
75,9675,Pave,Reg,Lvl,Inside,1Fam,2Story,Gable,VinylSd,VinylSd,PConc,Mn,1113,SBrkr,1113,858,2,3,1,8,Attchd,2,689,WD,Normal,253000
73,8760,Pave,Reg,Lvl,Inside,1Fam,2Story,Gable,VinylSd,VinylSd,PConc,Mn,1391,SBrkr,1391,571,2,3,1,7,Attchd,3,868,New,Partial,239799
NA,24090,Pave,Reg,Lvl,Inside,1Fam,2Story,Gable,MetalSd,MetalSd,CBlock,Mn,1032,SBrkr,1207,1196,2,4,1,10,Attchd,1,349,COD,Normal,244400
55,12640,Pave,IR1,Lvl,Inside,Duplex,1Story,Gable,Plywood,Plywood,CBlock,Gd,1728,SBrkr,1728,0,2,4,2,8,Attchd,2,574,WD,Normal,150900
NA,8755,Pave,IR1,Lvl,FR2,1Fam,2Story,Gable,VinylSd,VinylSd,PConc,No,992,SBrkr,1022,1038,2,3,1,8,BuiltIn,2,390,WD,Normal,214000
42,7711,Pave,IR1,Lvl,Inside,Duplex,1Story,Gable,MetalSd,MetalSd,PConc,Gd,1440,SBrkr,1440,0,2,4,2,8,NA,0,0,Oth,Abnorml,150000
100,25000,Pave,Reg,Low,Inside,Duplex,1Story,Gable,HdBoard,Plywood,CBlock,Av,1632,SBrkr,1632,0,2,4,2,8,Attchd,2,576,WD,Normal,143000
NA,14375,Pave,IR1,Lvl,CulDSac,1Fam,SLvl,Gable,HdBoard,HdBoard,CBlock,No,819,FuseA,1344,0,1,3,1,7,Basment,2,525,COD,Abnorml,137500
98,8820,Pave,Reg,Lvl,Corner,1Fam,1.5Fin,Hip,VinylSd,VinylSd,BrkTil,No,1088,SBrkr,1188,561,1,2,1,7,Detchd,2,456,WD,Normal,124900
70,8163,Pave,Reg,Lvl,Inside,1Fam,SLvl,Gable,HdBoard,HdBoard,CBlock,Av,1144,SBrkr,1144,0,1,3,1,6,Attchd,1,796,WD,Normal,143000
85,14536,Pave,Reg,Lvl,Inside,1Fam,1Story,Hip,VinylSd,VinylSd,PConc,Av,1616,SBrkr,1629,0,2,3,1,9,Attchd,3,808,WD,Normal,270000
65,14006,Pave,IR1,Lvl,Inside,1Fam,2Story,Gable,VinylSd,VinylSd,PConc,NA,936,SBrkr,936,840,2,3,1,7,Attchd,2,474,WD,Normal,192500
78,9360,Pave,Reg,Lvl,Inside,1Fam,1Story,Hip,Plywood,Plywood,CBlock,No,1161,SBrkr,1381,0,1,3,1,5,Attchd,2,676,WD,Normal,197500
60,7200,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,VinylSd,VinylSd,CBlock,No,864,SBrkr,864,0,1,3,1,5,Detchd,2,720,WD,Normal,129000
60,7800,Pave,Reg,Lvl,Corner,1Fam,1Story,Gable,VinylSd,VinylSd,CBlock,No,828,SBrkr,965,0,1,3,1,6,Detchd,1,300,WD,Abnorml,119900
60,7200,Pave,Reg,Lvl,Inside,1Fam,SFoyer,Gable,WdShing,HdBoard,CBlock,Av,768,SBrkr,768,0,1,2,1,5,Detchd,1,396,WD,Normal,133900
NA,11075,Pave,IR1,Lvl,Inside,1Fam,2Story,Gable,HdBoard,HdBoard,CBlock,Av,784,SBrkr,1168,800,2,4,1,7,Attchd,2,530,WD,Normal,172000
35,9400,Pave,IR1,Lvl,CulDSac,Duplex,SFoyer,Flat,WdShing,Plywood,CBlock,Gd,945,SBrkr,980,0,2,4,0,4,NA,0,0,WD,AdjLand,127500
82,7136,Pave,IR1,HLS,Inside,Duplex,2Story,Gable,MetalSd,MetalSd,CBlock,No,979,FuseF,979,979,2,4,2,8,Attchd,2,492,WD,Normal,145000
24,1300,Pave,Reg,Lvl,Inside,TwnhsE,2Story,Gable,MetalSd,MetalSd,CBlock,No,561,SBrkr,561,668,1,2,1,5,Attchd,2,462,WD,Normal,124000
70,7420,Pave,Reg,Lvl,Inside,1Fam,1Story,Hip,MetalSd,MetalSd,CBlock,No,1057,SBrkr,1057,0,1,3,1,6,Detchd,2,576,WD,Normal,132000
65,8450,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,VinylSd,VinylSd,PConc,Mn,1337,SBrkr,1337,0,2,3,1,6,Attchd,2,531,WD,Normal,185000
24,2572,Pave,Reg,Lvl,FR2,Twnhs,2Story,Hip,MetalSd,MetalSd,PConc,No,696,SBrkr,696,720,2,3,1,6,Detchd,2,484,WD,Normal,155000
50,7207,Pave,IR1,Lvl,Inside,1Fam,1Story,Gable,Wd Sdng,Plywood,CBlock,Gd,858,SBrkr,858,0,1,2,1,4,NA,0,0,WD,Normal,116500
NA,12227,Pave,IR1,Lvl,Corner,1Fam,2Story,Gable,HdBoard,HdBoard,CBlock,No,1330,SBrkr,1542,1330,2,4,1,11,Attchd,2,619,WD,Normal,272000
24,2308,Pave,Reg,Lvl,Corner,TwnhsE,2Story,Gable,Plywood,Brk Cmn,CBlock,No,804,SBrkr,804,744,2,3,1,7,Detchd,2,440,WD,Normal,155000
122,11923,Pave,IR1,Lvl,Corner,1Fam,1Story,Gable,VinylSd,VinylSd,PConc,No,1800,SBrkr,1800,0,2,2,1,7,Attchd,2,702,WD,Normal,239000
80,11316,Pave,Reg,Lvl,Corner,1Fam,2Story,Gable,VinylSd,VinylSd,PConc,No,817,SBrkr,824,1070,2,4,1,8,BuiltIn,2,510,WD,Normal,214900
65,10237,Pave,Reg,Lvl,Inside,1Fam,2Story,Gable,VinylSd,VinylSd,PConc,No,783,SBrkr,783,701,2,3,1,8,Attchd,2,393,New,Partial,178900
130,9600,Pave,IR1,HLS,Inside,1Fam,1.5Fin,Gable,MetalSd,MetalSd,BrkTil,No,728,SBrkr,976,332,1,2,1,7,Detchd,1,256,WD,Normal,160000
NA,7390,Pave,IR1,Lvl,Inside,1Fam,1Story,Hip,Wd Sdng,Wd Sdng,CBlock,No,1098,SBrkr,1098,0,1,3,1,6,Attchd,1,260,WD,Normal,135000
50,5925,Pave,Reg,Lvl,Inside,1Fam,1.5Fin,Gable,VinylSd,VinylSd,BrkTil,No,600,SBrkr,600,368,1,2,1,6,NA,0,0,WD,Abnorml,37900
75,10382,Pave,Reg,Lvl,Inside,2fmCon,SLvl,Hip,HdBoard,HdBoard,CBlock,Gd,588,SBrkr,1095,0,1,2,1,6,Attchd,1,264,ConLD,Normal,140000
60,10800,Pave,Reg,Lvl,Inside,1Fam,1.5Fin,Gable,AsbShng,AsbShng,CBlock,No,720,FuseA,720,472,1,4,1,6,NA,0,0,WD,Abnorml,135000
36,2268,Pave,Reg,Lvl,Inside,Twnhs,2Story,Gable,VinylSd,Wd Shng,PConc,No,764,SBrkr,764,862,2,2,1,6,BuiltIn,2,474,WD,Normal,173000
55,7892,Pave,Reg,Lvl,Inside,TwnhsE,1Story,Gable,Plywood,Plywood,CBlock,No,918,SBrkr,918,0,2,2,1,5,Attchd,1,264,WD,Normal,99500
95,11639,Pave,Reg,Lvl,Corner,1Fam,1Story,Gable,CemntBd,CmentBd,PConc,No,1428,SBrkr,1428,0,2,3,1,6,Attchd,2,480,New,Partial,182000
60,11414,Pave,IR1,Lvl,Corner,1Fam,2Story,Gable,HdBoard,HdBoard,BrkTil,No,728,SBrkr,1136,883,1,3,1,8,Detchd,2,532,WD,Normal,167500
NA,2651,Pave,Reg,Lvl,FR2,Twnhs,2Story,Gable,MetalSd,MetalSd,PConc,No,673,SBrkr,673,709,2,3,1,6,Detchd,2,490,WD,Normal,165000
51,5900,Pave,IR1,Bnk,Inside,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,PConc,No,440,FuseA,869,0,1,2,1,4,NA,0,0,WD,Normal,85500
35,4274,Pave,IR1,Lvl,Inside,TwnhsE,1Story,Gable,VinylSd,VinylSd,PConc,No,1241,SBrkr,1241,0,1,1,1,4,Attchd,2,569,New,Partial,199900
68,9450,Pave,Reg,Bnk,Inside,1Fam,1Story,Gable,MetalSd,MetalSd,CBlock,No,894,SBrkr,894,0,1,3,1,5,Detchd,2,400,WD,Abnorml,110000
80,8816,Pave,Reg,Lvl,Corner,1Fam,1Story,Gable,VinylSd,VinylSd,PConc,No,1121,SBrkr,1121,0,1,3,1,5,Detchd,2,480,WD,Normal,139000
NA,12122,Pave,IR1,Lvl,Corner,1Fam,SFoyer,Gable,CemntBd,CmentBd,CBlock,Av,944,SBrkr,999,0,1,3,1,6,Attchd,2,588,WD,Normal,178400
98,12203,Pave,IR1,Lvl,Corner,1Fam,2Story,Hip,VinylSd,VinylSd,PConc,No,1225,SBrkr,1276,1336,2,4,1,8,Attchd,3,676,WD,Normal,336000
43,3182,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,VinylSd,VinylSd,PConc,Av,1266,SBrkr,1266,0,2,2,1,6,Attchd,2,388,WD,Normal,159895
NA,11250,Pave,Reg,Lvl,Corner,1Fam,2Story,Gable,CemntBd,CmentBd,PConc,Mn,1128,SBrkr,1149,1141,2,4,1,9,Attchd,2,779,WD,Normal,255900
75,10125,Pave,Reg,Lvl,Inside,Duplex,1.5Fin,Gable,Plywood,Plywood,CBlock,NA,0,SBrkr,1302,432,2,4,2,8,Attchd,2,539,COD,Normal,126000
68,10880,Pave,Reg,Lvl,Inside,2fmCon,1Story,Gable,MetalSd,MetalSd,CBlock,No,1164,SBrkr,1164,0,1,3,1,5,Detchd,1,240,ConLD,Normal,125000
59,5310,Pave,Reg,Lvl,Corner,1Fam,1.5Fin,Hip,VinylSd,VinylSd,CBlock,No,485,SBrkr,1001,634,1,2,1,5,Attchd,1,255,WD,Normal,117000
83,10159,Pave,IR1,Lvl,Inside,1Fam,1Story,Hip,VinylSd,VinylSd,PConc,Av,1930,SBrkr,1940,0,2,3,1,8,Attchd,3,606,New,Partial,395192
NA,12046,Pave,IR1,Lvl,Inside,1Fam,2Story,Gable,Plywood,Plywood,CBlock,No,848,SBrkr,1118,912,2,4,1,8,Attchd,2,551,WD,Normal,195000
65,8125,Pave,Reg,Lvl,Inside,1Fam,2Story,Gable,VinylSd,VinylSd,PConc,No,770,SBrkr,778,798,2,3,1,6,Attchd,2,614,New,Partial,197000
82,9452,Pave,Reg,Lvl,Inside,1Fam,2Story,Gable,VinylSd,VinylSd,PConc,No,1396,SBrkr,1407,985,2,3,1,7,Attchd,3,870,WD,Normal,348000
121,17671,Pave,Reg,Lvl,Corner,1Fam,2Story,Gable,Wd Sdng,Wd Sdng,BrkTil,No,916,SBrkr,916,826,1,4,1,8,Attchd,2,424,WD,Normal,168000
80,9760,Pave,Reg,Lvl,Inside,1Fam,2Story,Hip,Wd Sdng,Wd Sdng,CBlock,Gd,822,SBrkr,1020,831,2,3,1,7,Attchd,2,440,WD,Normal,187000
68,8846,Pave,Reg,Lvl,Inside,1Fam,2Story,Gable,VinylSd,VinylSd,PConc,No,750,SBrkr,750,750,2,3,1,6,Attchd,2,564,New,Partial,173900
96,12456,Pave,Reg,Lvl,FR2,1Fam,1Story,Hip,CemntBd,CmentBd,PConc,Gd,1700,SBrkr,1718,0,2,3,1,7,Attchd,3,786,WD,Normal,337500
51,4712,Pave,IR1,Lvl,Inside,1Fam,1.5Fin,Gable,MetalSd,MetalSd,CBlock,No,747,SBrkr,774,456,1,3,1,5,Detchd,1,305,WD,Abnorml,121600
NA,10659,Pave,IR1,Lvl,Inside,1Fam,1Story,Hip,Wd Sdng,Wd Sdng,CBlock,No,1050,SBrkr,1050,0,1,3,1,6,Attchd,1,368,COD,Normal,136500
NA,11717,Pave,IR1,Lvl,Inside,1Fam,1Story,Hip,HdBoard,HdBoard,CBlock,No,1442,SBrkr,1442,0,2,2,1,6,Attchd,2,615,WD,Normal,185000
60,9786,Pave,Reg,Lvl,Inside,1Fam,1Story,Hip,Wd Sdng,Wd Sdng,BrkTil,No,1007,SBrkr,1077,0,1,3,1,6,Detchd,1,210,WD,Normal,91000
64,6762,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,VinylSd,VinylSd,PConc,Av,1187,SBrkr,1208,0,2,2,1,6,Attchd,2,632,WD,Normal,206000
74,10206,Pave,Reg,Lvl,Corner,1Fam,1Story,Flat,BrkComm,Brk Cmn,Slab,NA,0,FuseF,944,0,1,2,1,4,Detchd,2,528,WD,Normal,82000
60,5400,Pave,Reg,Lvl,Corner,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,BrkTil,No,691,FuseA,691,0,1,2,1,4,Detchd,1,216,WD,Abnorml,86000
75,11957,Pave,IR1,Lvl,Inside,1Fam,1Story,Gable,VinylSd,VinylSd,PConc,No,1574,SBrkr,1574,0,2,3,1,7,Attchd,3,824,WD,Normal,232000
NA,11500,Pave,IR1,Lvl,Corner,Duplex,1Story,Gable,VinylSd,VinylSd,CBlock,No,1680,SBrkr,1680,0,2,4,2,8,Detchd,2,528,WD,Normal,136905
43,3182,Pave,Reg,Lvl,Inside,TwnhsE,1Story,Gable,VinylSd,VinylSd,PConc,No,1346,SBrkr,1504,0,2,1,1,7,Attchd,2,457,WD,Normal,181000
65,8385,Pave,Reg,Lvl,Inside,1Fam,SLvl,Gable,HdBoard,HdBoard,CBlock,Av,985,SBrkr,985,0,2,3,1,6,Attchd,1,328,WD,Normal,149900
NA,12155,Pave,IR3,Lvl,Inside,1Fam,1Story,Gable,Plywood,Plywood,CBlock,No,1657,SBrkr,1657,0,2,3,1,7,Attchd,2,484,WD,Normal,163500
21,2217,Pave,Reg,Lvl,Inside,TwnhsE,2Story,Gable,CemntBd,CmentBd,CBlock,No,546,SBrkr,546,546,1,3,1,6,Attchd,1,286,WD,Normal,88000
43,12118,Pave,IR1,Lvl,CulDSac,1Fam,1Story,Hip,VinylSd,VinylSd,PConc,Mn,1710,SBrkr,1710,0,2,3,1,7,Attchd,2,550,WD,Normal,240000
60,6000,Pave,Reg,Lvl,Inside,1Fam,1.5Fin,Gable,Wd Sdng,Wd Sdng,BrkTil,No,1008,SBrkr,1008,0,2,4,1,7,NA,0,0,WD,Normal,102000
